Complaint ID,Date Received,Product,Sub-product,Issue,Company,State,Consumer Complaint Narrative,Company Response to Consumer,Timely Response?,Consumer Disputed?
5007672,02-08-2024,Checking or savings account,Checking account,Bank fees,Vanguard Mutual,TX,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5007676,02-08-2024,Credit card,Store credit card,Fees or interest,BlueStone Capital,PA,"I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. During this process, the fine print completely lied. I expect the company to correct the error.",Closed with explanation,Yes,
5007973,02-08-2024,Credit card,General-purpose credit card,Incorrect balance,Pioneer Community Bank,UT,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5008686,02-08-2024,Credit card,General-purpose credit card,Problem with a purchase,Vanguard Mutual,ID,"I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with explanation,Yes,No
5009941,02-08-2024,Debt collection,Medical debt,Attempts to collect debt not owed,Liberty Trust Bank,AR,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5000400,03-08-2024,Checking or savings account,Checking account,Bank fees,BlueStone Capital,CA,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001125,03-08-2024,Debt collection,Credit card debt,Attempts to collect debt not owed,Pioneer Community Bank,NH,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5003027,03-08-2024,Checking or savings account,Savings account,Funds availability,Evergreen National,NY,"I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5003143,03-08-2024,Checking or savings account,Checking account,Managing an account,Vanguard Mutual,NV,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5004519,03-08-2024,Checking or savings account,Savings account,Deposits and withdrawals,Sterling Financial Group,AK,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5006204,03-08-2024,Credit card,Store credit card,Incorrect balance,BlueStone Capital,CA,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,
5007258,03-08-2024,Checking or savings account,Checking account,Funds availability,NorthRiver Banking,OK,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,
5008433,03-08-2024,Checking or savings account,Checking account,Funds availability,Apex Horizon Bank,TX,"I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with non-monetary relief,Yes,No
5008692,03-08-2024,Credit card,General-purpose credit card,Problem with a purchase,Evergreen National,FL,I am filing this complaint because of problem with a purchase. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,Yes
5009746,03-08-2024,Credit card,General-purpose credit card,Fees or interest,Vanguard Mutual,TN,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,Yes
5000476,04-08-2024,Checking or savings account,Checking account,Managing an account,Evergreen National,CA,I am filing this complaint because of managing an account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5001937,04-08-2024,Checking or savings account,Checking account,Bank fees,BlueStone Capital,TX,I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5002552,04-08-2024,Checking or savings account,Savings account,Deposits and withdrawals,NorthRiver Banking,TX,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5004959,04-08-2024,Checking or savings account,Savings account,Deposits and withdrawals,Sterling Financial Group,PA,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5005655,04-08-2024,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Crescent Federal,CA,I am filing this complaint because of struggling to pay mortgage. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
